Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
defp,as 1B,144.0,,591.0,529.0,48,135.0,26.0,0.0,12.0,69.0,1.0,4.0,54.0,130.0,0.255,0.327,0.372,0.699,197.0,6.0,4.0,0.0,4.0,1.0,3.0,0.315,109.0,80.0
defp,as 2B,144.0,,631.0,574.0,77,165.0,32.0,3.0,8.0,41.0,5.0,4.0,48.0,90.0,0.287,0.349,0.395,0.745,227.0,12.0,7.0,1.0,1.0,1.0,3.0,0.329,123.0,105.0
defp,as 3B,144.0,,618.0,568.0,66,134.0,24.0,2.0,11.0,52.0,8.0,1.0,45.0,134.0,0.236,0.294,0.343,0.638,195.0,17.0,3.0,0.0,2.0,0.0,1.0,0.289,90.0,73.0
defp,as SS,144.0,,583.0,549.0,52,122.0,25.0,4.0,6.0,41.0,4.0,1.0,28.0,64.0,0.222,0.261,0.315,0.576,173.0,6.0,1.0,4.0,1.0,2.0,4.0,0.242,72.0,58.0
defp,as LF,144.0,,590.0,513.0,64,132.0,27.0,5.0,13.0,48.0,5.0,6.0,62.0,159.0,0.257,0.345,0.405,0.751,208.0,8.0,9.0,2.0,4.0,3.0,9.0,0.345,124.0,106.0
defp,as CF,144.0,,608.0,529.0,78,142.0,30.0,5.0,23.0,87.0,6.0,2.0,66.0,131.0,0.268,0.355,0.474,0.83,251.0,10.0,8.0,0.0,5.0,6.0,2.0,0.313,146.0,131.0
defp,as RF,144.0,,583.0,509.0,62,106.0,20.0,3.0,17.0,56.0,17.0,4.0,61.0,144.0,0.208,0.293,0.36,0.653,183.0,9.0,4.0,0.0,9.0,4.0,3.0,0.249,95.0,70.0
defp,as DH,10.0,,40.0,39.0,4,7.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,11.0,0.179,0.2,0.231,0.431,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,29.0,16.0
defp,as P,134.0,,236.0,209.0,7,17.0,3.0,0.0,1.0,5.0,0.0,0.0,8.0,107.0,0.081,0.119,0.11,0.229,23.0,2.0,1.0,18.0,0.0,0.0,0.0,0.158,-31.0,58.0
defp,as PH,128.0,,253.0,219.0,22,49.0,3.0,1.0,8.0,30.0,2.0,1.0,27.0,74.0,0.224,0.315,0.356,0.671,78.0,3.0,3.0,1.0,2.0,0.0,2.0,0.295,101.0,108.0
defp,as PR,,,,,1,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
defp,as Infield,144.0,,2995.0,2727.0,293,662.0,133.0,11.0,51.0,270.0,18.0,10.0,234.0,544.0,0.243,0.306,0.356,0.662,970.0,52.0,19.0,5.0,10.0,5.0,16.0,0.285,98.0,81.0
defp,as Outfield,144.0,,1781.0,1551.0,204,380.0,77.0,13.0,53.0,191.0,28.0,12.0,189.0,434.0,0.245,0.332,0.414,0.746,642.0,27.0,21.0,2.0,18.0,13.0,14.0,0.302,122.0,102.0
