Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
age,Ages 31-35,485.0,304.0,1260.0,1101.0,135,267.0,56.0,2.0,25.0,130.0,18.0,10.0,131.0,253.0,0.243,0.33,0.365,0.695,402.0,24.0,16.0,4.0,8.0,4.0,10.0,0.291,95.0,94.0
age,Ages 36+,111.0,4.0,7.0,5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.2,0.2,0.4,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,13.0,12.0
defp,as C,144.0,,561.0,494.0,42,102.0,17.0,0.0,8.0,51.0,2.0,1.0,52.0,112.0,0.206,0.289,0.289,0.579,143.0,20.0,8.0,1.0,6.0,6.0,5.0,0.247,63.0,69.0
defp,as 1B,144.0,,610.0,549.0,61,150.0,28.0,0.0,15.0,81.0,6.0,5.0,50.0,102.0,0.273,0.34,0.406,0.746,223.0,14.0,6.0,1.0,1.0,2.0,8.0,0.312,109.0,91.0
defp,as 2B,144.0,,610.0,539.0,77,136.0,24.0,7.0,11.0,55.0,7.0,3.0,48.0,95.0,0.252,0.328,0.384,0.712,207.0,12.0,14.0,5.0,2.0,4.0,2.0,0.287,100.0,96.0
defp,as 3B,144.0,,625.0,554.0,87,146.0,28.0,4.0,25.0,93.0,13.0,2.0,58.0,104.0,0.264,0.333,0.464,0.797,257.0,9.0,4.0,0.0,9.0,7.0,5.0,0.279,121.0,114.0
defp,as SS,144.0,,628.0,548.0,105,146.0,32.0,1.0,41.0,100.0,25.0,5.0,71.0,148.0,0.266,0.351,0.553,0.904,303.0,9.0,3.0,1.0,5.0,8.0,7.0,0.288,149.0,144.0
defp,as LF,144.0,,624.0,530.0,87,124.0,28.0,3.0,16.0,56.0,16.0,4.0,83.0,137.0,0.234,0.337,0.389,0.726,206.0,15.0,3.0,1.0,7.0,2.0,3.0,0.281,104.0,99.0
defp,as CF,144.0,,623.0,540.0,71,119.0,25.0,3.0,14.0,62.0,16.0,6.0,70.0,143.0,0.22,0.322,0.356,0.677,192.0,12.0,11.0,1.0,1.0,1.0,5.0,0.273,91.0,91.0
defp,as RF,144.0,,592.0,519.0,71,138.0,32.0,1.0,23.0,79.0,9.0,6.0,66.0,158.0,0.266,0.348,0.464,0.812,241.0,5.0,2.0,0.0,5.0,2.0,2.0,0.335,126.0,110.0
defp,as DH,10.0,,48.0,43.0,10,11.0,1.0,0.0,3.0,8.0,0.0,0.0,5.0,14.0,0.256,0.333,0.488,0.822,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.308,127.0,116.0
defp,as P,132.0,,238.0,216.0,9,19.0,3.0,0.0,2.0,7.0,0.0,0.0,4.0,111.0,0.088,0.112,0.13,0.242,28.0,5.0,2.0,15.0,1.0,0.0,0.0,0.163,-32.0,67.0
defp,as PH,128.0,,263.0,230.0,22,46.0,12.0,0.0,3.0,23.0,5.0,2.0,25.0,66.0,0.2,0.288,0.291,0.58,67.0,7.0,4.0,3.0,1.0,1.0,0.0,0.265,64.0,81.0
defp,as PR,,,,,5,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
defp,as Infield,144.0,,3034.0,2684.0,372,680.0,129.0,12.0,100.0,380.0,53.0,16.0,279.0,561.0,0.253,0.329,0.422,0.751,1133.0,64.0,35.0,8.0,23.0,27.0,27.0,0.283,109.0,104.0
defp,as Outfield,144.0,,1839.0,1589.0,229,381.0,85.0,7.0,53.0,197.0,41.0,16.0,219.0,438.0,0.24,0.335,0.402,0.737,639.0,32.0,16.0,2.0,13.0,5.0,10.0,0.295,106.0,100.0
defp,at Def. Pos.,144.0,,2422.0,2121.0,295,503.0,98.0,11.0,74.0,268.0,50.0,15.0,241.0,498.0,0.237,0.323,0.398,0.722,845.0,53.0,36.0,8.0,14.0,19.0,19.0,0.274,101.0,101.0
defp,at Off. Pos.,144.0,,2762.0,2425.0,343,615.0,129.0,8.0,85.0,340.0,52.0,19.0,287.0,581.0,0.254,0.334,0.419,0.753,1015.0,50.0,19.0,5.0,23.0,15.0,18.0,0.297,110.0,101.0
leadoff,1st Batter G,144.0,,144.0,130.0,8,33.0,7.0,1.0,8.0,8.0,0.0,0.0,14.0,37.0,0.254,0.326,0.508,0.834,66.0,0.0,0.0,0.0,0.0,0.0,2.0,0.294,130.0,111.0
leadoff,Leadoff Inn.,144.0,,1273.0,1144.0,43,262.0,63.0,2.0,41.0,43.0,0.0,0.0,117.0,276.0,0.229,0.307,0.395,0.702,452.0,0.0,11.0,1.0,0.0,1.0,15.0,0.267,96.0,92.0
bop,Batting 1st,169.0,144.0,663.0,581.0,107,148.0,27.0,2.0,24.0,58.0,20.0,9.0,74.0,150.0,0.255,0.342,0.432,0.774,251.0,12.0,5.0,0.0,3.0,0.0,7.0,0.302,116.0,103.0
bop,Batting 2nd,157.0,144.0,645.0,568.0,97,142.0,27.0,2.0,29.0,77.0,21.0,4.0,64.0,150.0,0.25,0.332,0.458,0.79,260.0,9.0,7.0,3.0,3.0,2.0,3.0,0.288,119.0,103.0
